region_name,country,income,agency,channel,dac_category,fiscal_year,amt
Middle East and North Africa,Lebanon,UMIC,STATE,Government,Other,2017,10429.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Agriculture,2014,3034.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,22840464.0
Middle East and North Africa,Egypt,LMIC,USAID,Multilateral,Health and Population,2008,286188.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Infrastructure,2009,3445.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2009,69523.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Health and Population,2005,1463.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Humanitarian,2013,940.0
Middle East and North Africa,Syria,LIC,USAID,Enterprises,Administrative Costs,2014,56880.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2019,32737.0
Middle East and North Africa,Egypt,LMIC,USAID,Multilateral,Commodity Assistance,2001,58596.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Governance,2004,123400.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Governance,2003,6807506.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Education,2016,44589.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2010,1983197.0
Middle East and North Africa,Syria,LIC,USAID,Government,Administrative Costs,2014,54171.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Education,2021,829069.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Infrastructure,2001,4560603.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2007,14240.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2015,8032857.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2015,160657.0
Middle East and North Africa,Egypt,LMIC,STATE,Multilateral,Humanitarian,2008,465056.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Other,2004,14974.0
Middle East and North Africa,Lebanon,UMIC,USAID,Enterprises,Administrative Costs,2020,727.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Administrative Costs,2017,122679.0
Middle East and North Africa,Lebanon,UMIC,USAID,Universities and Research Institutes,Governance,2007,5112442.0
Middle East and North Africa,Lebanon,UMIC,USAID,Government,Administrative Costs,2004,39441.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2006,77010.0
Middle East and North Africa,Iraq,UMIC,ARMY,Government,Health and Population,2005,330928646.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Administrative Costs,2014,16439.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2005,535025.0
Middle East and North Africa,Lebanon,UMIC,ARMY,Government,Governance,1996,86499.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Governance,2007,523020.0
Middle East and North Africa,Algeria,UMIC,USAID,Multilateral,Humanitarian,2012,89743.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Economic Growth,2007,46480.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2016,75430.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2013,3568.0
Middle East and North Africa,Libya,UMIC,DOD,Government,Governance,2009,11788.0
Middle East and North Africa,Egypt,LMIC,USAID,Universities and Research Institutes,Governance,2010,757154.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,22952347.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2011,1746.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Other,2010,23799.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,64514.0
Middle East and North Africa,Israel,HIC,STATE,Government,Other,2018,11690.0
Middle East and North Africa,Egypt,LMIC,STATE,Government,Governance,2014,214058.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2007,35072.0
Middle East and North Africa,Syria,LIC,USAID,Government,Administrative Costs,2017,6572.0
Middle East and North Africa,Morocco,LMIC,ARMY,Government,Governance,1994,36228.0
Middle East and North Africa,Syria,LIC,USAID,Government,Administrative Costs,2016,520.0
Middle East and North Africa,Algeria,UMIC,TDA,Enterprises,Infrastructure,2002,1386.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Other,2005,9489.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2015,3514.0
Middle East and North Africa,Lebanon,UMIC,USAID,Government,Administrative Costs,2013,190236.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Health and Population,2016,4453.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2015,20294.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Economic Growth,2005,1684.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2007,4590900.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2010,10464.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Governance,2004,43668.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,8520.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,1218994.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2006,457793.0
Middle East and North Africa,Libya,UMIC,USAID,Government,Other,2017,64380.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,519526.0
Middle East and North Africa,Morocco,LMIC,STATE,Government,Other,2016,41869.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2009,9668.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Commodity Assistance,2002,6128120.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Other,1974,31812080.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Economic Growth,2004,814752943.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Humanitarian,2007,5530303.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Governance,2008,89386.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2010,19463.0
Middle East and North Africa,Iraq,UMIC,STATE,Enterprises,Governance,2019,25382958.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Governance,2009,3126.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Economic Growth,2019,283733.0
Middle East and North Africa,Egypt,LMIC,STATE,NGO,Governance,2005,90727.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2011,129488.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Governance,2017,3516495.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,NGO,Governance,2010,35063.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2013,69694.0
Middle East and North Africa,Yemen,LIC,USAID,Multilateral,Humanitarian,2011,1417656.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Governance,2009,845328.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2002,44268.0
Middle East and North Africa,Algeria,UMIC,STATE,NGO,Other,2018,3004.0
Middle East and North Africa,Morocco,LMIC,STATE,Government,Other,2018,47775.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2016,53082.0
Middle East and North Africa,Egypt,LMIC,TDA,Enterprises,Economic Growth,2003,3404.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2011,48128.0
Middle East and North Africa,Iraq,UMIC,USAID,Multilateral,Humanitarian,2016,54530756.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2005,1434.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2009,171393.0
Middle East and North Africa,Yemen,LIC,USAID,Multilateral,Governance,2004,518555.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,1975,779348579.0
Middle East and North Africa,Jordan,UMIC,STATE,NGO,Governance,1995,39114.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Humanitarian,2017,10363.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2003,40094.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Governance,2015,641261.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,383533.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2003,476525.0
Middle East and North Africa,Lebanon,UMIC,USAID,Enterprises,Humanitarian,2009,915830.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,13230.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Economic Growth,2006,351059.0
Middle East and North Africa,Oman,HIC,DOD,Government,Governance,2018,393256.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Governance,2012,17066.0
Middle East and North Africa,Iraq,UMIC,STATE,Government,Other,2010,2314184.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Humanitarian,2003,80012.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Health and Population,2007,656851.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Education,2009,792021.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,3237390.0
Middle East and North Africa,Tunisia,LMIC,USAID,Government,Administrative Costs,2019,4644.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,NGO,Governance,2009,16504.0
Middle East and North Africa,Syria,LIC,USAID,Multilateral,Humanitarian,2015,3486869.0
Middle East and North Africa,Libya,UMIC,USAID,Enterprises,Administrative Costs,2017,20544.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Infrastructure,2017,23740.0
Middle East and North Africa,Yemen,LIC,TDA,Enterprises,Health and Population,1999,274698.0
Middle East and North Africa,Egypt,LMIC,STATE,NGO,Governance,2011,41826.0
Middle East and North Africa,Tunisia,LMIC,TREAS,Government,Governance,2007,172909.0
Middle East and North Africa,Jordan,UMIC,MCC,Government,Health and Population,2009,4397021.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Health and Population,2009,2040402.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2008,24978.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2009,543633.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Governance,2005,49941.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,NGO,Governance,2006,50010.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2008,16230.0
Middle East and North Africa,Iraq,UMIC,USAID,Government,Other,1961,7350327.0
Middle East and North Africa,Syria,LIC,USAID,Government,Other,1977,18007190.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Economic Growth,2003,5582093.0
Middle East and North Africa,Jordan,UMIC,MCC,Government,Health and Population,2014,39028742.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Health and Population,2009,3013240.0
Middle East and North Africa,Iran,UMIC,USAID,Government,Other,1957,7181354.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Administrative Costs,2013,23271.0
Middle East and North Africa,Yemen,LIC,USAID,Government,Administrative Costs,2013,1364690.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Health and Population,2010,451950.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2015,6915441.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2011,32542.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2003,484.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2016,1345658.0
Middle East and North Africa,Morocco,LMIC,MCC,Government,Other,2017,106732.0
Middle East and North Africa,Syria,LIC,USAID,Government,Administrative Costs,2018,144408.0
Middle East and North Africa,Algeria,UMIC,STATE,Government,Governance,2017,26068.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,100784.0
Middle East and North Africa,Yemen,LIC,USAID,Government,Governance,2008,5056.0
Middle East and North Africa,Yemen,LIC,STATE,NGO,Governance,2002,40204.0
Middle East and North Africa,Kuwait,HIC,STATE,Government,Other,2017,93859.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Other,2007,60856325.0
Middle East and North Africa,Iraq,UMIC,DOD,Government,Governance,2008,36966.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Education,2005,67301.0
Middle East and North Africa,Algeria,UMIC,STATE,Government,Other,2001,20386.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2003,111308.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,187433.0
Middle East and North Africa,Yemen,LIC,USAID,Government,Health and Population,2020,13359.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,683195.0
Middle East and North Africa,Jordan,UMIC,STATE,Multilateral,Humanitarian,2019,70600000.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2007,59333.0
Middle East and North Africa,Jordan,UMIC,AGR,Government,Commodity Assistance,2000,11414690.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Health and Population,2009,5468.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,19178.0
Middle East and North Africa,Iraq,UMIC,USAID,Multilateral,Humanitarian,2015,535524.0
Middle East and North Africa,Algeria,UMIC,AGR,Universities and Research Institutes,Agriculture,2018,48282.0
Middle East and North Africa,Lebanon,UMIC,DOD,Government,Governance,1970,412600.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Education,2018,288921.0
Middle East and North Africa,Jordan,UMIC,STATE,Government,Governance,2012,106837.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2016,8493.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Health and Population,2008,2494950.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2014,944777.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,40256.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Agriculture,2012,518595.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Other,2001,35214.0
Middle East and North Africa,Lebanon,UMIC,USAID,Government,Other,2020,14281.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Administrative Costs,2019,7669888.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2016,24384.0
Middle East and North Africa,Jordan,UMIC,ARMY,Government,Governance,1997,421593.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Economic Growth,2003,31156400.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Health and Population,2009,147353.0
Middle East and North Africa,Syria,LIC,USAID,Enterprises,Administrative Costs,2019,2886.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2018,16206.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2007,38885.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,1168416.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,20691.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Agriculture,2009,799.0
Middle East and North Africa,Jordan,UMIC,USAID,Multilateral,Other,2006,3125625.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Agriculture,2005,986811.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Administrative Costs,2007,2602.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Governance,2009,44897.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,514941.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Administrative Costs,2013,3054.0
Middle East and North Africa,Tunisia,LMIC,STATE,NGO,Governance,2009,31828.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Economic Growth,2011,478518.0
Middle East and North Africa,Iraq,UMIC,DOD,Government,Governance,2005,59352.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2011,1147.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2009,49385.0
Middle East and North Africa,Yemen,LIC,PC,Government,Other,1993,2360876.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2014,163677.0
Middle East and North Africa,Tunisia,LMIC,DOD,Government,Governance,2007,2324660.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,493529.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Other,2005,149099.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Governance,2010,28498.0
Middle East and North Africa,Tunisia,LMIC,AGR,Universities and Research Institutes,Agriculture,2019,50000.0
Middle East and North Africa,Iraq,UMIC,DOD,Government,Governance,2005,45159.0
Middle East and North Africa,Lebanon,UMIC,USAID,Enterprises,Other,2005,323605.0
Middle East and North Africa,Iraq,UMIC,USAID,Multilateral,Humanitarian,2019,784443.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2017,387.0
Middle East and North Africa,Lebanon,UMIC,DOD,Government,Governance,2009,2685366.0
Middle East and North Africa,Tunisia,LMIC,DOD,Government,Governance,2019,4972.0
Middle East and North Africa,Qatar,HIC,FTC,Government,Economic Growth,2015,5330.0
Middle East and North Africa,Oman,HIC,STATE,Government,Governance,2019,150221.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Administrative Costs,2011,5199.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Infrastructure,2013,14768443.0
Middle East and North Africa,Jordan,UMIC,TDA,Enterprises,Other,2007,132055.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2003,15912.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Governance,2005,38708.0
Middle East and North Africa,Lebanon,UMIC,DOD,Government,Governance,1983,220986441.0
Middle East and North Africa,Syria,LIC,STATE,NGO,Governance,2014,69339.0
Middle East and North Africa,Yemen,LIC,USAID,Multilateral,Humanitarian,2011,87662.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2015,40151.0
Middle East and North Africa,Yemen,LIC,USAID,Multilateral,Humanitarian,2020,15396.0
Middle East and North Africa,Lebanon,UMIC,DOD,Government,Governance,2012,84345000.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Administrative Costs,2020,6864.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2007,9749.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Governance,2003,51819.0
Middle East and North Africa,Iraq,UMIC,STATE,Government,Governance,2007,111242900.0
Middle East and North Africa,Jordan,UMIC,USAID,Multilateral,Education,2012,41411.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Education,2005,6383.0
Middle East and North Africa,Morocco,LMIC,USAID,NGO,Governance,2008,339319.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Administrative Costs,2015,44153.0
Middle East and North Africa,Yemen,LIC,USAID,Government,Governance,2006,44694.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Administrative Costs,2012,14057500.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Governance,2012,1214568.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2017,41725.0
Middle East and North Africa,Jordan,UMIC,DOD,Government,Other,1967,74591432.0
Middle East and North Africa,Libya,UMIC,DOD,Government,Humanitarian,2011,229183.0
Middle East and North Africa,Jordan,UMIC,AGR,Government,Commodity Assistance,2000,90379.0
Middle East and North Africa,Egypt,LMIC,AGR,Government,Other,2005,46904.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Economic Growth,2003,297916.0
Middle East and North Africa,Iraq,UMIC,USAID,Networks,Economic Growth,2004,16074815.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2019,29682.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Governance,2011,396.0
Middle East and North Africa,Jordan,UMIC,HHS,Government,Governance,2001,422570.0
Middle East and North Africa,Algeria,UMIC,USAID,Multilateral,Humanitarian,2008,245406.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Education,2007,15881.0
Middle East and North Africa,Morocco,LMIC,DOL,Enterprises,Governance,2016,58718.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2005,878725.0
Middle East and North Africa,Jordan,UMIC,ARMY,Government,Governance,1996,880100.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2005,978006.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Education,2005,18064.0
Middle East and North Africa,Jordan,UMIC,STATE,Multilateral,Humanitarian,2015,7143269.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,138478.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Administrative Costs,2017,175369.0
Middle East and North Africa,Jordan,UMIC,USAID,NGO,Governance,2012,745917.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Administrative Costs,2007,48942.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Governance,2014,57383.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2005,90835.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2010,122114.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Governance,2010,23771.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,165413.0
Middle East and North Africa,Egypt,LMIC,USAID,Public and Private Partnerships,Economic Growth,2009,725844.0
Middle East and North Africa,United Arab Emirates,HIC,STATE,Government,Other,2015,467.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,2997.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2019,1000000.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Other,2006,17890745.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2009,3630.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,718361.0
Middle East and North Africa,Algeria,UMIC,USAID,Multilateral,Humanitarian,2009,2410463.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2014,52144.0
Middle East and North Africa,Syria,LIC,USAID,Enterprises,Humanitarian,2018,1611807.0
Middle East and North Africa,Lebanon,UMIC,STATE,Government,Other,2018,40776.0
Middle East and North Africa,Morocco,LMIC,STATE,Government,Governance,2014,21398.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Administrative Costs,2009,12967.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2016,794930.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Other,2017,117957.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Governance,2007,7140.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Governance,2012,493139.0
Middle East and North Africa,Lebanon,UMIC,USAID,Enterprises,Administrative Costs,2019,1927792.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2011,583433.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2005,2665680.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,255385.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Administrative Costs,2021,1944707.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Economic Growth,2006,349993.0
Middle East and North Africa,Yemen,LIC,STATE,Multilateral,Governance,2018,1529097.0
Middle East and North Africa,Morocco,LMIC,MCC,Government,Other,2017,34516.0
Middle East and North Africa,Yemen,LIC,DOD,Government,Governance,1988,1890277.0
Middle East and North Africa,Libya,UMIC,STATE,NGO,Governance,2016,27603.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Other,1968,3437896.0
Middle East and North Africa,Israel,HIC,STATE,NGO,Humanitarian,2003,58104515.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Economic Growth,2012,51953203.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2019,948.0
Middle East and North Africa,Oman,HIC,DOD,Government,Governance,2008,5618826.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2014,44666.0
Middle East and North Africa,Libya,UMIC,USAID,Enterprises,Administrative Costs,2018,249326.0
Middle East and North Africa,Morocco,LMIC,AGR,Government,Commodity Assistance,2000,14417949.0
Middle East and North Africa,Morocco,LMIC,USAID,NGO,Education,2013,37819.0
Middle East and North Africa,Lebanon,UMIC,TDA,Government,Infrastructure,2010,58354.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Health and Population,2015,41990.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2003,14863.0
Middle East and North Africa,Egypt,LMIC,STATE,NGO,Governance,2009,562451.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Multilateral,Humanitarian,2011,553247.0
Middle East and North Africa,Egypt,LMIC,STATE,NGO,Governance,2009,23930.0
Middle East and North Africa,Tunisia,LMIC,STATE,Government,Other,2015,1624.0
Middle East and North Africa,Morocco,LMIC,STATE,Enterprises,Governance,2016,2239466.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Economic Growth,2004,701019.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Economic Growth,2010,356909.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2019,42975.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2009,16782.0
Middle East and North Africa,Iraq,UMIC,USAID,NGO,Humanitarian,2015,815444.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2004,3589998.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2005,3150841.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Governance,2014,636624.0
Middle East and North Africa,Israel,HIC,STATE,NGO,Humanitarian,2004,2526295.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,Multilateral,Humanitarian,2012,26990400.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,44894.0
Middle East and North Africa,Jordan,UMIC,ARMY,Government,Governance,2013,1666360.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Governance,2012,20243.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Administrative Costs,2004,197188.0
Middle East and North Africa,Morocco,LMIC,STATE,Government,Other,2015,139819.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Health and Population,2010,3771530.0
Middle East and North Africa,Israel,HIC,STATE,Government,Other,2017,455421.0
Middle East and North Africa,Iraq,UMIC,USAID,Universities and Research Institutes,Administrative Costs,2013,21712.0
Middle East and North Africa,Israel,HIC,AGR,Government,Other,1963,28768837.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,143618.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Administrative Costs,2008,322622.0
Middle East and North Africa,Iraq,UMIC,STATE,Government,Governance,2019,332425.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Commodity Assistance,2005,11651145.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2013,11651.0
Middle East and North Africa,Morocco,LMIC,PC,Government,Health and Population,2012,302985.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2014,4595.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Health and Population,2001,65567.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Humanitarian,2002,11888.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Administrative Costs,2011,8280393.0
