agency,dac_category,country,amt
DOD,Health and Population,Botswana,2019275.0
DOD,Health and Population,Burkina Faso,502166.0
DOD,Health and Population,Burundi,2405664.0
DOD,Health and Population,Cameroon,986843.0
DOD,Health and Population,Chad,10362.0
DOD,Health and Population,Colombia,275237.0
DOD,Health and Population,Comoros,56165.0
DOD,Health and Population,Congo (Brazzaville),621183.0
DOD,Health and Population,Congo (Kinshasa),1894442.0
DOD,Health and Population,Cote d'Ivoire,498880.0
DOD,Health and Population,Djibouti,729530.0
DOD,Health and Population,Dominican Republic,513911.0
DOD,Health and Population,Ecuador,62834.0
DOD,Health and Population,Equatorial Guinea,9285.0
DOD,Health and Population,Eritrea,112460.0
DOD,Health and Population,Eswatini,527960.0
DOD,Health and Population,Ethiopia,32405.0
DOD,Health and Population,Gabon,771935.0
DOD,Health and Population,Gambia,743652.0
DOD,Health and Population,Georgia,147330.0
DOD,Health and Population,Ghana,468474.0
DOD,Health and Population,Guatemala,259987.0
DOD,Health and Population,Guinea,4321.0
DOD,Health and Population,Guinea-Bissau,58368.0
DOD,Health and Population,Guyana,472663.0
DOD,Health and Population,Honduras,589823.0
DOD,Health and Population,India,372402.0
DOD,Health and Population,Indonesia,418176.0
DOD,Health and Population,Iraq,151803241.0
DOD,Health and Population,Kazakhstan,37105.0
DOD,Health and Population,Kenya,62239862.0
DOD,Health and Population,Kyrgyzstan,7772.0
DOD,Health and Population,Laos,314698.0
DOD,Health and Population,Lesotho,68882.0
DOD,Health and Population,Liberia,545081.0
DOD,Health and Population,Madagascar,101889.0
DOD,Health and Population,Malawi,1174919.0
DOD,Health and Population,Mali,749628.0
DOD,Health and Population,Mauritania,79321.0
DOD,Health and Population,Morocco,458709.0
DOD,Health and Population,Mozambique,470524.0
DOD,Health and Population,Namibia,4766226.0
DOD,Health and Population,Nicaragua,15925.0
DOD,Health and Population,Nigeria,21969487.0
DOD,Health and Population,Papua New Guinea,15822.0
DOD,Health and Population,Peru,949083.0
DOD,Health and Population,Rwanda,2949780.0
DOD,Health and Population,Sao Tome and Principe,107373.0
DOD,Health and Population,Senegal,371287.0
DOD,Health and Population,Serbia,148500.0
DOD,Health and Population,South Africa,79510.0
DOD,Health and Population,South Sudan,1304290.0
DOD,Health and Population,Tajikistan,166158.0
DOD,Health and Population,Tanzania,49831618.0
DOD,Health and Population,Timor-Leste,204791.0
DOD,Health and Population,Togo,846215.0
DOD,Health and Population,Uganda,11728750.0
DOD,Health and Population,Ukraine,233408.0
DOD,Health and Population,Uzbekistan,5730.0
DOD,Health and Population,Vietnam,2784099.0
DOD,Health and Population,Zambia,42837509.0
DOD,Humanitarian,Armenia,16251.0
DOD,Humanitarian,Belize,62309.0
DOD,Humanitarian,Bulgaria,56899.0
DOD,Humanitarian,Cameroon,551.0
DOD,Humanitarian,Dominican Republic,260111.0
DOD,Humanitarian,Guatemala,207229.0
DOD,Humanitarian,Haiti,35735328.0
DOD,Humanitarian,Honduras,65006.0
DOD,Humanitarian,Latvia,173809.0
DOD,Humanitarian,Libya,229183.0
DOD,Humanitarian,Lithuania,53953.0
DOD,Humanitarian,Malaysia,5065.0
DOD,Humanitarian,Nepal,10395588.0
DOD,Humanitarian,Pakistan,1104.0
DOD,Humanitarian,Turkey,1488970.0
DOD,Infrastructure,Afghanistan,39594803.0
DOD,Infrastructure,Georgia,5420313.0
DOD,Infrastructure,Indonesia,3000000.0
DOD,Infrastructure,Iraq,607132861.0
DOD,Infrastructure,Jordan,185482.0
DOD,Infrastructure,Lebanon,5950190.0
DOD,Infrastructure,Moldova,1000000.0
DOD,Infrastructure,Philippines,7761588.0
DOD,Infrastructure,Russia,187945453.0
DOD,Infrastructure,Tunisia,9539000.0
DOD,Infrastructure,Vietnam,11841583.0
DOD,Other,Afghanistan,6030170.0
DOD,Other,Austria,2985103.0
DOD,Other,Azerbaijan,19653693.0
DOD,Other,Bangladesh,180362.0
DOD,Other,Belgium,66291710.0
DOD,Other,Bolivia,17690672.0
DOD,Other,Brazil,5186974.0
DOD,Other,Burma (Myanmar),14916974.0
DOD,Other,Cambodia,202729617.0
DOD,Other,Chile,8442787.0
DOD,Other,Colombia,4399171.0
DOD,Other,Congo (Kinshasa),30277692.0
DOD,Other,Costa Rica,6030.0
DOD,Other,Cuba,23866915.0
DOD,Other,Denmark,66084274.0
DOD,Other,Dominican Republic,13013049.0
DOD,Other,Ecuador,28373531.0
DOD,Other,Ethiopia,70397312.0
DOD,Other,France,210092593.0
DOD,Other,Germany,589909.0
DOD,Other,Greece,962805177.0
DOD,Other,Guatemala,6431363.0
DOD,Other,Haiti,1997790.0
DOD,Other,Honduras,10527364.0
DOD,Other,Indonesia,3115235.0
DOD,Other,Iran,156029154.0
DOD,Other,Iraq,9508781.0
DOD,Other,Israel,86960349.0
DOD,Other,Italy,1104854116.0
DOD,Other,Japan,9161180.0
DOD,Other,Jordan,100747554.0
DOD,Other,Kenya,60096652.0
DOD,Other,Korea Republic,2832931370.0
DOD,Other,Laos,11769070.0
DOD,Other,Lebanon,133215.0
DOD,Other,Liberia,9001230.0
DOD,Other,Mexico,29182842.0
DOD,Other,Morocco,4729056.0
DOD,Other,Nepal,3536.0
DOD,Other,Netherlands,697267743.0
DOD,Other,Nicaragua,10923842.0
DOD,Other,Norway,695801645.0
DOD,Other,Pakistan,283494764.0
DOD,Other,Panama,1659397.0
DOD,Other,Paraguay,20613959.0
DOD,Other,Peru,15338624.0
DOD,Other,Philippines,524165982.0
DOD,Other,Portugal,25092360.0
DOD,Other,Russia,211882749.0
DOD,Other,Senegal,1804796.0
DOD,Other,Singapore,9131368.0
DOD,Other,Spain,32527235.0
DOD,Other,Taiwan,1489723383.0
DOD,Other,Thailand,526518281.0
DOD,Other,Tunisia,2950084.0
DOD,Other,Turkey,3016232791.0
DOD,Other,Uganda,4444385.0
DOD,Other,United Kingdom,667682573.0
DOD,Other,Uruguay,14312066.0
DOD,Other,Venezuela,12219472.0
DOE,Economic Growth,Algeria,86937.0
DOE,Economic Growth,Armenia,149627.0
DOE,Economic Growth,Azerbaijan,69319.0
DOE,Economic Growth,China (P.R.C.),776781.0
DOE,Economic Growth,India,364000.0
DOE,Economic Growth,Korea Republic,300231.0
DOE,Economic Growth,Mexico,234951.0
DOE,Economic Growth,Panama,61164.0
DOE,Economic Growth,Singapore,41783.0
DOE,Governance,Argentina,257637.0
DOE,Governance,Armenia,5943168.0
DOE,Governance,Azerbaijan,3593516.0
DOE,Governance,Bahamas,1682781.0
DOE,Governance,Belarus,2460281.0
DOE,Governance,Bulgaria,4714482.0
DOE,Governance,Cambodia,401756.0
DOE,Governance,Cameroon,173572.0
DOE,Governance,China (P.R.C.),203499.0
DOE,Governance,Colombia,5209785.0
DOE,Governance,Croatia,71297.0
DOE,Governance,Dominican Republic,2801799.0
DOE,Governance,Estonia,894542.0
DOE,Governance,Hungary,3438.0
DOE,Governance,Jamaica,1389118.0
DOE,Governance,Kazakhstan,13230469.0
DOE,Governance,Korea Republic,306935.0
DOE,Governance,Latvia,4900301.0
DOE,Governance,Mexico,10053719.0
DOE,Governance,Mongolia,4120576.0
DOE,Governance,Oman,1732966.0
DOE,Governance,Pakistan,93946.0
DOE,Governance,Romania,69339.0
DOE,Governance,Russia,99271417.0
DOE,Governance,Serbia,68547.0
DOE,Governance,Slovak Republic,220778.0
DOE,Governance,Sri Lanka,518349.0
DOE,Governance,Tajikistan,462120.0
DOE,Governance,Turkey,137271.0
DOE,Governance,Ukraine,30678817.0
DOE,Governance,Uzbekistan,241684.0
DOE,Infrastructure,Argentina,851567.0
DOE,Infrastructure,Armenia,93074.0
DOE,Infrastructure,Australia,120828.0
DOE,Infrastructure,Austria,3696596.0
DOE,Infrastructure,Azerbaijan,1217040.0
DOE,Infrastructure,Belarus,14774711.0
DOE,Infrastructure,Belgium,314536.0
DOE,Infrastructure,Botswana,325461.0
DOE,Infrastructure,Brazil,159006.0
DOE,Infrastructure,Bulgaria,1946515.0
DOE,Infrastructure,Burkina Faso,279759.0
DOE,Infrastructure,Chile,751303.0
DOE,Infrastructure,China (P.R. Hong Kong),53641.0
DOE,Infrastructure,China (P.R.C.),10720789.0
DOE,Infrastructure,Colombia,4453375.0
DOE,Infrastructure,Congo (Brazzaville),85365.0
DOE,Infrastructure,Congo (Kinshasa),788659.0
DOE,Infrastructure,Costa Rica,127917.0
DOE,Infrastructure,Croatia,745716.0
DOE,Infrastructure,Czechia,6510118.0
DOE,Infrastructure,Djibouti,123116.0
DOE,Infrastructure,Dominican Republic,1091581.0
DOE,Infrastructure,Egypt,904264.0
DOE,Infrastructure,Estonia,599500.0
DOE,Infrastructure,Ethiopia,1234114.0
DOE,Infrastructure,France,2505.0
DOE,Infrastructure,Georgia,7915724.0
DOE,Infrastructure,Ghana,1062191.0
DOE,Infrastructure,Greece,177588.0
DOE,Infrastructure,Guatemala,225132.0
DOE,Infrastructure,Honduras,291965.0
DOE,Infrastructure,Hungary,4795066.0
DOE,Infrastructure,India,56954.0
DOE,Infrastructure,Indonesia,1270598.0
DOE,Infrastructure,Iraq,1421704.0
DOE,Infrastructure,Israel,85944.0
DOE,Infrastructure,Italy,647547.0
DOE,Infrastructure,Japan,801727.0
DOE,Infrastructure,Jordan,1617152.0
DOE,Infrastructure,Kazakhstan,79834947.0
DOE,Infrastructure,Kenya,504202.0
DOE,Infrastructure,Korea Republic,145675.0
DOE,Infrastructure,Kyrgyzstan,1388715.0
DOE,Infrastructure,Latvia,744104.0
DOE,Infrastructure,Libya,127067.0
DOE,Infrastructure,Lithuania,2619355.0
DOE,Infrastructure,Malta,69399.0
DOE,Infrastructure,Mexico,10511436.0
DOE,Infrastructure,Moldova,872204.0
DOE,Infrastructure,Montenegro,481026.0
DOE,Infrastructure,Morocco,663642.0
DOE,Infrastructure,Nicaragua,438.0
DOE,Infrastructure,Nigeria,55047.0
DOE,Infrastructure,North Macedonia,208475.0
DOE,Infrastructure,Norway,55214.0
DOE,Infrastructure,Oman,1772.0
DOE,Infrastructure,Pakistan,77830.0
DOE,Infrastructure,Panama,695378.0
DOE,Infrastructure,Peru,1767735.0
DOE,Infrastructure,Philippines,711215.0
DOE,Infrastructure,Poland,68172952.0
DOE,Infrastructure,Romania,5416318.0
DOE,Infrastructure,Russia,1555726687.0
DOE,Infrastructure,Senegal,90440.0
DOE,Infrastructure,Serbia,890321.0
DOE,Infrastructure,Singapore,4155541.0
DOE,Infrastructure,Slovak Republic,335602.0
DOE,Infrastructure,Slovenia,2158581.0
DOE,Infrastructure,South Africa,213314.0
DOE,Infrastructure,Spain,25866.0
DOE,Infrastructure,Sri Lanka,1337287.0
DOE,Infrastructure,Taiwan,128484.0
DOE,Infrastructure,Tajikistan,50281.0
DOE,Infrastructure,Tanzania,361744.0
DOE,Infrastructure,Thailand,638665.0
DOE,Infrastructure,Tunisia,173405.0
DOE,Infrastructure,Turkey,823145.0
DOE,Infrastructure,Ukraine,13302679.0
DOE,Infrastructure,United Arab Emirates,169179.0
DOE,Infrastructure,United Kingdom,1618.0
DOE,Infrastructure,Uruguay,7570.0
DOE,Infrastructure,Uzbekistan,18485579.0
DOE,Infrastructure,Vietnam,1457708.0
DOI,Economic Growth,Marshall Islands,3547634.0
DOI,Economic Growth,Micronesia (Federated States),618386.0
DOI,Education,Marshall Islands,37211130.0
DOI,Education,Micronesia (Federated States),32684998.0
DOI,Education,Palau,2508433.0
DOI,Governance,Marshall Islands,1248670.0
DOI,Governance,Micronesia (Federated States),50663903.0
DOI,Governance,Palau,1006134.0
DOI,Health and Population,Marshall Islands,9519608.0
DOI,Health and Population,Micronesia (Federated States),27339391.0
DOI,Infrastructure,Micronesia (Federated States),7343052.0
DOI,Other,Angola,213738.0
DOI,Other,Argentina,374727.0
DOI,Other,Bangladesh,80963.0
DOI,Other,Bhutan,23874.0
DOI,Other,Bolivia,20423.0
DOI,Other,Brazil,461758.0
DOI,Other,Burma (Myanmar),88223.0
DOI,Other,Cabo Verde,307331.0
DOI,Other,Cambodia,766435.0
DOI,Other,Cameroon,940712.0
DOI,Other,Canada,36747464.0
DOI,Other,Central African Republic,151396.0
DOI,Other,Chad,123920.0
DOI,Other,Chile,133075.0
DOI,Other,China (P.R.C.),286146.0
DOI,Other,Colombia,112012.0
DOI,Other,Congo (Brazzaville),4007488.0
DOI,Other,Congo (Kinshasa),1300030.0
DOI,Other,Costa Rica,838978.0
DOI,Other,Cote d'Ivoire,95744.0
DOI,Other,Dominican Republic,33973.0
DOI,Other,Ecuador,700437.0
DOI,Other,El Salvador,56097.0
DOI,Other,Equatorial Guinea,288711.0
DOI,Other,Ethiopia,26744.0
DOI,Other,Fiji,17743.0
DOI,Other,Gabon,1888491.0
DOI,Other,Ghana,195896.0
DOI,Other,Guatemala,577047.0
DOI,Other,Guinea,82479.0
DOI,Other,Guyana,78659.0
DOI,Other,Haiti,100411.0
DOI,Other,Honduras,138634.0
DOI,Other,India,1534430.0
DOI,Other,Indonesia,2168069.0
DOI,Other,Kenya,612571.0
DOI,Other,Laos,409447.0
DOI,Other,Liberia,241632.0
DOI,Other,Malawi,20728.0
DOI,Other,Malaysia,275513.0
DOI,Other,Mali,108539.0
DOI,Other,Marshall Islands,98521840.0
DOI,Other,Mexico,9007624.0
DOI,Other,Micronesia (Federated States),96550369.0
DOI,Other,Mozambique,60225.0
DOI,Other,Namibia,177199.0
DOI,Other,Nepal,604235.0
DOI,Other,Nicaragua,68851.0
DOI,Other,Niger,26813.0
DOI,Other,Nigeria,122406.0
DOI,Other,Palau,39848140.0
DOI,Other,Panama,127057.0
DOI,Other,Paraguay,159318.0
DOI,Other,Peru,322006.0
DOI,Other,Portugal,61575.0
DOI,Other,Russia,389244.0
DOI,Other,Rwanda,277359.0
DOI,Other,Sierra Leone,115775.0
DOI,Other,South Africa,362145.0
DOI,Other,South Sudan,2213.0
DOI,Other,Sri Lanka,135316.0
DOI,Other,St. Lucia,18597.0
DOI,Other,Tanzania,430155.0
DOI,Other,Thailand,660933.0
DOI,Other,Turkey,12740.0
DOI,Other,Uganda,68427.0
DOI,Other,Venezuela,34038.0
DOI,Other,Vietnam,416275.0
DOI,Other,Zambia,430710.0
DOI,Other,Zimbabwe,373272.0
DOJ,Governance,Afghanistan,1141620.0
DOJ,Governance,Argentina,51032.0
DOJ,Governance,Bahrain,35517.0
DOJ,Governance,Belize,27311.0
DOJ,Governance,Bolivia,3087.0
DOJ,Governance,Brazil,345317.0
DOJ,Governance,Canada,8280.0
DOJ,Governance,Chile,48274.0
DOJ,Governance,Colombia,106435.0
DOJ,Governance,Congo (Kinshasa),9626.0
DOJ,Governance,Costa Rica,170818.0
DOJ,Governance,Cote d'Ivoire,1918.0
DOJ,Governance,Cyprus,70595.0
DOJ,Governance,Djibouti,81973.0
DOJ,Governance,Ecuador,137509.0
DOJ,Governance,El Salvador,29106.0
DOJ,Governance,Ethiopia,7011.0
DOJ,Governance,Ghana,70442.0
DOJ,Governance,Greece,17806.0
DOJ,Governance,Guatemala,45538.0
DOJ,Governance,Guyana,1882.0
DOJ,Governance,Honduras,13349.0
DOJ,Governance,Hungary,183635.0
DOJ,Governance,Indonesia,322339.0
DOJ,Governance,Iraq,404923.0
DOJ,Governance,Israel,49842.0
DOJ,Governance,Jamaica,34644.0
DOJ,Governance,Japan,3544.0
DOJ,Governance,Jordan,158926.0
DOJ,Governance,Kenya,796477.0
DOJ,Governance,Kosovo,9894.0
DOJ,Governance,Kyrgyzstan,638207.0
DOJ,Governance,Liberia,58430.0
DOJ,Governance,Malawi,1554678.0
DOJ,Governance,Malaysia,38244.0
DOJ,Governance,Mauritania,169328.0
DOJ,Governance,Mexico,743791.0
DOJ,Governance,Nigeria,105493.0
DOJ,Governance,Pakistan,100275.0
DOJ,Governance,Panama,252583.0
DOJ,Governance,Paraguay,78774.0
DOJ,Governance,Peru,49197.0
DOJ,Governance,Romania,30572.0
DOJ,Governance,Russia,132083.0
DOJ,Governance,Senegal,24281.0
DOJ,Governance,Slovak Republic,5137.0
DOJ,Governance,St. Lucia,2211.0
DOJ,Governance,Thailand,111495.0
DOJ,Governance,Turkey,65711.0
DOJ,Governance,Turkmenistan,19912.0
DOJ,Governance,Vietnam,19102.0
DOJ,Governance,West Bank/Gaza,22477.0
DOL,Governance,Argentina,2500000.0
DOL,Governance,Bangladesh,3297995.0
DOL,Governance,Burma (Myanmar),1629796.0
DOL,Governance,China (P.R.C.),963943.0
DOL,Governance,Colombia,2162979.0
DOL,Governance,Costa Rica,1133016.0
DOL,Governance,El Salvador,4498400.0
DOL,Governance,Ethiopia,10710476.0
DOL,Governance,Ghana,70407.0
DOL,Governance,Guatemala,418295.0
DOL,Governance,Guinea,4173577.0
DOL,Governance,Haiti,795751.0
DOL,Governance,Honduras,7584008.0
DOL,Governance,Indonesia,14461316.0
DOL,Governance,Jordan,2337560.0
DOL,Governance,Liberia,214210.0
DOL,Governance,Mexico,9641081.0
DOL,Governance,Morocco,1140397.0
DOL,Governance,Nepal,46611.0
DOL,Governance,Nicaragua,2864785.0
DOL,Governance,Panama,3988886.0
DOL,Governance,Peru,10623419.0
DOL,Governance,Philippines,12572558.0
DOL,Governance,Tanzania,19012580.0
DOL,Governance,Thailand,4375875.0
DOL,Governance,Uganda,441424.0
DOL,Governance,Uzbekistan,6426286.0
DOL,Governance,Vietnam,1019398.0
DOL,Governance,Zambia,4259848.0
DOL,Health and Population,China (P.R.C.),2054412.0
DOL,Health and Population,Eswatini,429718.0
DOL,Health and Population,Guyana,427730.0
DOL,Health and Population,Nigeria,187337.0
DOL,Health and Population,Vietnam,531852.0
DOT,Infrastructure,China (P.R.C.),218466.0
DOT,Infrastructure,Haiti,1869814.0
DOT,Infrastructure,Mexico,11925.0
DOT,Infrastructure,New Zealand,37562.0
DOT,Infrastructure,Papua New Guinea,5491.0
DOT,Infrastructure,Russia,38696.0
EPA,Health and Population,India,125026.0
EPA,Other,Canada,3489204.0
EPA,Other,China (P.R.C.),783332.0
EPA,Other,El Salvador,56230.0
EPA,Other,India,64514.0
EPA,Other,Russia,201303.0
EPA,Other,United Kingdom,70288.0
FTC,Economic Growth,Brazil,8848.0
FTC,Economic Growth,Cambodia,15998.0
FTC,Economic Growth,Chile,1947.0
FTC,Economic Growth,China (P.R.C.),11601.0
FTC,Economic Growth,Ecuador,8087.0
FTC,Economic Growth,Hungary,46625.0
FTC,Economic Growth,Mexico,4503.0
FTC,Economic Growth,Nigeria,11891.0
FTC,Economic Growth,Peru,6628.0
FTC,Economic Growth,Philippines,9102.0
FTC,Economic Growth,Qatar,5330.0
FTC,Economic Growth,South Africa,1040.0
FTC,Economic Growth,United Kingdom,185074.0
FTC,Economic Growth,Vietnam,4154.0
FTC,Economic Growth,Zambia,24350.0
HHS,Governance,Bosnia and Herzegovina,249505.0
HHS,Governance,El Salvador,653236.0
HHS,Governance,Eritrea,207951.0
HHS,Governance,Ethiopia,1001327.0
HHS,Governance,Jordan,954422.0
HHS,Governance,Mozambique,516108.0
HHS,Health and Population,Afghanistan,9526523.0
HHS,Health and Population,Angola,1415898.0
HHS,Health and Population,Armenia,102115.0
HHS,Health and Population,Australia,3298.0
HHS,Health and Population,Bangladesh,4672747.0
HHS,Health and Population,Barbados,813659.0
HHS,Health and Population,Benin,440428.0
HHS,Health and Population,Botswana,32970919.0
HHS,Health and Population,Brazil,2798933.0
HHS,Health and Population,Burkina Faso,386079.0
HHS,Health and Population,Burma (Myanmar),4333083.0
HHS,Health and Population,Cambodia,11019070.0
HHS,Health and Population,Cameroon,21127233.0
HHS,Health and Population,Central African Republic,38043.0
HHS,Health and Population,Chad,2465492.0
HHS,Health and Population,China (P.R.C.),13310925.0
HHS,Health and Population,Colombia,597396.0
HHS,Health and Population,Congo (Kinshasa),52529785.0
HHS,Health and Population,Costa Rica,9778.0
HHS,Health and Population,Cote d'Ivoire,228690555.0
HHS,Health and Population,Djibouti,482795.0
HHS,Health and Population,Dominican Republic,188666.0
HHS,Health and Population,Egypt,2562848.0
HHS,Health and Population,El Salvador,274752.0
HHS,Health and Population,Equatorial Guinea,78141.0
HHS,Health and Population,Eritrea,263215.0
HHS,Health and Population,Eswatini,7015852.0
HHS,Health and Population,Ethiopia,121391845.0
HHS,Health and Population,Georgia,4202596.0
HHS,Health and Population,Ghana,12780304.0
HHS,Health and Population,Guatemala,8546625.0
HHS,Health and Population,Guinea,17729542.0
HHS,Health and Population,Guyana,4113264.0
HHS,Health and Population,Haiti,5453568.0
HHS,Health and Population,Honduras,321293.0
HHS,Health and Population,India,59214219.0
HHS,Health and Population,Indonesia,2691938.0
HHS,Health and Population,Iraq,152760.0
HHS,Health and Population,Israel,129671.0
HHS,Health and Population,Jamaica,1203930.0
HHS,Health and Population,Jordan,146964.0
HHS,Health and Population,Kazakhstan,1144774.0
HHS,Health and Population,Kenya,506998348.0
HHS,Health and Population,Korea Republic,29934.0
HHS,Health and Population,Laos,82797.0
HHS,Health and Population,Lebanon,428032.0
HHS,Health and Population,Lesotho,14800908.0
HHS,Health and Population,Liberia,6055395.0
HHS,Health and Population,Madagascar,517234.0
HHS,Health and Population,Malawi,9965391.0
HHS,Health and Population,Mali,1903690.0
HHS,Health and Population,Mexico,1109795.0
HHS,Health and Population,Mongolia,555170.0
HHS,Health and Population,Morocco,35173.0
HHS,Health and Population,Mozambique,14256791.0
HHS,Health and Population,Namibia,14975962.0
HHS,Health and Population,Nepal,3526145.0
HHS,Health and Population,Niger,692960.0
HHS,Health and Population,Nigeria,330638502.0
HHS,Health and Population,Pakistan,25553398.0
HHS,Health and Population,Panama,188612.0
HHS,Health and Population,Papua New Guinea,2606198.0
HHS,Health and Population,Paraguay,118241.0
HHS,Health and Population,Peru,130406.0
HHS,Health and Population,Philippines,592685.0
HHS,Health and Population,Russia,738192.0
HHS,Health and Population,Rwanda,124086127.0
HHS,Health and Population,Saudi Arabia,53693.0
HHS,Health and Population,Senegal,2418276.0
HHS,Health and Population,Sierra Leone,12144421.0
HHS,Health and Population,Somalia,3528229.0
HHS,Health and Population,South Africa,419060048.0
HHS,Health and Population,South Sudan,492134.0
HHS,Health and Population,Sri Lanka,62618.0
HHS,Health and Population,Tajikistan,396459.0
HHS,Health and Population,Tanzania,160969597.0
HHS,Health and Population,Thailand,27434552.0
HHS,Health and Population,Togo,911211.0
HHS,Health and Population,Turkmenistan,672223.0
HHS,Health and Population,Uganda,109417090.0
HHS,Health and Population,Ukraine,6167803.0
HHS,Health and Population,Uzbekistan,145202.0
HHS,Health and Population,Vietnam,14492360.0
HHS,Health and Population,Yemen,648477.0
HHS,Health and Population,Zambia,81324832.0
HHS,Health and Population,Zimbabwe,3868803.0
HHS,Humanitarian,Guinea,179805.0
HHS,Humanitarian,Haiti,413818.0
HHS,Humanitarian,Kenya,7982.0
IAF,Administrative Costs,Costa Rica,23055.0
IAF,Agriculture,Argentina,66584.0
IAF,Agriculture,Belize,255919.0
IAF,Agriculture,Bolivia,118375.0
IAF,Agriculture,Brazil,161090.0
IAF,Agriculture,Colombia,406866.0
IAF,Agriculture,Costa Rica,39249.0
IAF,Agriculture,Dominican Republic,194056.0
IAF,Agriculture,Ecuador,331150.0
IAF,Agriculture,El Salvador,668884.0
IAF,Agriculture,Guatemala,958357.0
IAF,Agriculture,Haiti,272712.0
IAF,Agriculture,Honduras,412317.0
IAF,Agriculture,Mexico,317962.0
IAF,Agriculture,Nicaragua,187361.0
IAF,Agriculture,Panama,568076.0
IAF,Agriculture,Paraguay,935140.0
IAF,Agriculture,Peru,1066324.0
IAF,Agriculture,Venezuela,116367.0
IAF,Economic Growth,Argentina,305418.0
IAF,Economic Growth,Bolivia,658187.0
IAF,Economic Growth,Brazil,832089.0
IAF,Economic Growth,Colombia,105507.0
IAF,Economic Growth,Costa Rica,177065.0
IAF,Economic Growth,Dominican Republic,19956.0
IAF,Economic Growth,Ecuador,73574.0
IAF,Economic Growth,El Salvador,829025.0
IAF,Economic Growth,Honduras,224174.0
IAF,Economic Growth,Mexico,287010.0
IAF,Economic Growth,Nicaragua,205561.0
IAF,Economic Growth,Panama,10503.0
IAF,Economic Growth,Peru,626749.0
IAF,Economic Growth,Venezuela,165852.0
IAF,Education,Argentina,52212.0
IAF,Education,Brazil,197510.0
IAF,Education,Chile,20342.0
IAF,Education,Colombia,204513.0
IAF,Education,Costa Rica,24797.0
IAF,Education,Dominican Republic,150974.0
IAF,Education,Ecuador,86587.0
IAF,Education,El Salvador,233620.0
IAF,Education,Guatemala,857493.0
IAF,Education,Haiti,65357.0
IAF,Education,Honduras,357928.0
IAF,Education,Mexico,180913.0
IAF,Education,Nicaragua,526962.0
IAF,Education,Paraguay,9863.0
IAF,Education,Peru,299820.0
IAF,Education,Uruguay,36223.0
IAF,Governance,Argentina,568818.0
IAF,Governance,Bolivia,79318.0
IAF,Governance,Brazil,1081837.0
IAF,Governance,Colombia,1025148.0
IAF,Governance,Dominican Republic,202031.0
IAF,Governance,Ecuador,72322.0
IAF,Governance,El Salvador,563497.0
IAF,Governance,Guatemala,348367.0
IAF,Governance,Haiti,144959.0
IAF,Governance,Mexico,121174.0
IAF,Governance,Nicaragua,825921.0
IAF,Governance,Panama,108772.0
IAF,Governance,Paraguay,448030.0
IAF,Governance,Peru,552451.0
IAF,Health and Population,Ecuador,206285.0
IAF,Health and Population,Guatemala,66584.0
IAF,Health and Population,Mexico,147269.0
IAF,Humanitarian,El Salvador,125025.0
IAF,Humanitarian,Nicaragua,167263.0
IAF,Infrastructure,Brazil,142189.0
IAF,Other,Argentina,1896389.0
IAF,Other,Barbados,134223.0
IAF,Other,Belize,888158.0
IAF,Other,Bolivia,2502121.0
IAF,Other,Brazil,3201095.0
IAF,Other,Chile,2725334.0
IAF,Other,Colombia,958796.0
IAF,Other,Costa Rica,1448148.0
IAF,Other,Dominican Republic,570451.0
IAF,Other,Ecuador,4096164.0
IAF,Other,Guatemala,3552678.0
IAF,Other,Guyana,361379.0
IAF,Other,Haiti,1955476.0
IAF,Other,Honduras,958982.0
IAF,Other,Jamaica,653653.0
IAF,Other,Mexico,7684160.0
IAF,Other,Nicaragua,328137.0
IAF,Other,Panama,613700.0
IAF,Other,Peru,4137291.0
IAF,Other,Uruguay,1568126.0
IAF,Other,Venezuela,955826.0
LIC,Governance,Uzbekistan,261937.0
LIC,Other,Russia,15996546.0
LIC,Other,Ukraine,3332306.0
MCC,Administrative Costs,Armenia,6378820.0
MCC,Administrative Costs,Benin,12346614.0
MCC,Administrative Costs,Burkina Faso,17686064.0
MCC,Administrative Costs,Cabo Verde,5442103.0
MCC,Administrative Costs,Cote d'Ivoire,6991338.0
MCC,Administrative Costs,El Salvador,823742.0
MCC,Administrative Costs,Georgia,1698049.0
MCC,Administrative Costs,Ghana,9750100.0
MCC,Administrative Costs,Honduras,282782.0
MCC,Administrative Costs,Indonesia,11042812.0
MCC,Administrative Costs,Jordan,2829056.0
MCC,Administrative Costs,Liberia,814331.0
MCC,Administrative Costs,Malawi,3914690.0
MCC,Administrative Costs,Moldova,267346.0
MCC,Administrative Costs,Mongolia,12997365.0
MCC,Administrative Costs,Morocco,7237483.0
MCC,Administrative Costs,Mozambique,5659942.0
MCC,Administrative Costs,Nepal,6309.0
MCC,Administrative Costs,Nicaragua,4810436.0
MCC,Administrative Costs,Niger,12324986.0
MCC,Administrative Costs,Philippines,8828303.0
MCC,Administrative Costs,Senegal,1270994.0
MCC,Administrative Costs,Timor-Leste,362808.0
MCC,Administrative Costs,Togo,483000.0
MCC,Administrative Costs,Vanuatu,969327.0
MCC,Administrative Costs,Zambia,1438019.0
MCC,Agriculture,Benin,4636113.0
MCC,Agriculture,Burkina Faso,1592740.0
MCC,Agriculture,Cabo Verde,8564527.0
MCC,Agriculture,El Salvador,28244676.0
